id,name,description,postcode,date_availability,expected_price,selling_price,bedrooms,living_area,facades,garage,garden,garden_area,garden_orientation,active,state
729,Housing Number 729,"A house. Here's a random fraction: 0,603464075755497",250,03/09/25,1140000,629,1,223,4,True,True,55,south,True,offer_received
730,Housing Number 730,"A house. Here's a random fraction: 0,844381934243822",340,02/06/25,1470000,630,2,162,1,True,True,105,north,True,cancelled
731,Housing Number 731,"A house. Here's a random fraction: 0,914865148985866",165,02/09/25,4780000,631,2,529,2,True,True,85,south,True,cancelled
732,Housing Number 732,"A house. Here's a random fraction: 0,367853297420222",340,01/08/25,790000,632,1,130,4,True,True,55,north,True,sold
733,Housing Number 733,"A house. Here's a random fraction: 0,102020969947878",165,28/06/25,3630000,633,2,599,2,True,True,25,north,True,cancelled
734,Housing Number 734,"A house. Here's a random fraction: 0,408572589680917",250,21/09/25,4770000,634,2,770,4,True,True,15,north,True,offer_received
735,Housing Number 735,"A house. Here's a random fraction: 0,0483580245675582",250,20/10/25,400000,635,1,78,2,True,True,20,north,True,sold
736,Housing Number 736,"A house. Here's a random fraction: 0,699325571293628",340,25/08/25,690000,636,1,138,4,True,True,100,south,True,sold
737,Housing Number 737,"A house. Here's a random fraction: 0,79146912709642",480,05/08/25,1190000,637,1,191,0,True,True,105,north,True,cancelled
738,Housing Number 738,"A house. Here's a random fraction: 0,221018130292038",165,10/06/25,3500000,638,3,527,5,True,True,85,east,True,new
739,Housing Number 739,"A house. Here's a random fraction: 0,197593004580622",480,16/10/25,2470000,639,2,476,1,True,True,120,north,True,offer_accepted
740,Housing Number 740,"A house. Here's a random fraction: 0,342175577017974",340,18/07/25,1660000,640,2,237,2,True,True,115,south,True,offer_received
741,Housing Number 741,"A house. Here's a random fraction: 0,715174094328707",250,19/08/25,1180000,641,1,178,2,True,True,85,south,True,cancelled
742,Housing Number 742,"A house. Here's a random fraction: 0,26320531037225",340,18/07/25,4250000,642,2,752,3,True,True,65,south,True,cancelled
743,Housing Number 743,"A house. Here's a random fraction: 0,648503376571282",250,26/08/25,2330000,643,3,304,1,True,True,10,south,True,sold
744,Housing Number 744,"A house. Here's a random fraction: 0,273473905882464",340,18/10/25,3180000,644,3,581,0,True,True,120,west,True,sold
745,Housing Number 745,"A house. Here's a random fraction: 0,328238411615323",340,01/11/25,2280000,645,2,285,4,True,True,80,west,True,sold
746,Housing Number 746,"A house. Here's a random fraction: 0,144963950795231",250,17/08/25,860000,646,1,160,3,True,True,100,west,True,new
747,Housing Number 747,"A house. Here's a random fraction: 0,563741456975377",250,07/08/25,2650000,647,3,294,3,True,True,100,south,True,cancelled
748,Housing Number 748,"A house. Here's a random fraction: 0,473265594976169",480,10/10/25,3020000,648,3,368,1,True,True,50,west,True,offer_received
749,Housing Number 749,"A house. Here's a random fraction: 0,894125395627886",165,02/11/25,2610000,649,2,325,2,True,True,90,east,True,offer_received
750,Housing Number 750,"A house. Here's a random fraction: 0,0384072504958515",165,14/10/25,2630000,650,1,513,1,True,True,95,north,True,sold
751,Housing Number 751,"A house. Here's a random fraction: 0,306324629663991",340,10/07/25,970000,651,1,171,0,True,True,5,west,True,sold
752,Housing Number 752,"A house. Here's a random fraction: 0,661381664067331",165,05/10/25,4690000,652,2,600,1,True,True,85,east,True,sold
753,Housing Number 753,"A house. Here's a random fraction: 0,632977981698318",480,03/06/25,4700000,653,3,795,5,True,True,50,west,True,cancelled
754,Housing Number 754,"A house. Here's a random fraction: 0,664877126230788",250,21/07/25,1760000,654,1,344,0,True,True,15,west,True,cancelled
755,Housing Number 755,"A house. Here's a random fraction: 0,447550751593784",340,29/05/25,3350000,655,3,453,1,True,True,55,north,True,cancelled
756,Housing Number 756,"A house. Here's a random fraction: 0,501617471847865",340,13/11/25,2100000,656,1,332,4,True,True,40,west,True,cancelled
757,Housing Number 757,"A house. Here's a random fraction: 0,776699270066685",340,28/10/25,4930000,657,5,866,1,True,True,25,west,True,sold
758,Housing Number 758,"A house. Here's a random fraction: 0,306954578894144",165,01/07/25,2770000,658,2,533,4,True,True,125,north,True,offer_received
759,Housing Number 759,"A house. Here's a random fraction: 0,526393947462915",340,16/11/25,900000,659,1,145,2,True,True,115,south,True,sold
760,Housing Number 760,"A house. Here's a random fraction: 0,136032250454886",250,11/06/25,1750000,660,1,223,3,True,True,120,west,True,cancelled
761,Housing Number 761,"A house. Here's a random fraction: 0,277658133182851",165,12/11/25,830000,661,1,115,0,True,True,100,west,True,offer_received
762,Housing Number 762,"A house. Here's a random fraction: 0,794939025601514",165,12/06/25,980000,662,1,175,4,True,True,75,south,True,sold
763,Housing Number 763,"A house. Here's a random fraction: 0,0871510495087364",480,30/05/25,960000,663,1,105,1,True,True,20,south,True,cancelled
764,Housing Number 764,"A house. Here's a random fraction: 0,57104355317752",250,11/09/25,1960000,664,1,243,0,True,True,20,south,True,cancelled
765,Housing Number 765,"A house. Here's a random fraction: 0,774657935648595",250,07/10/25,4870000,665,2,950,0,True,True,80,east,True,new
766,Housing Number 766,"A house. Here's a random fraction: 0,677261702257429",340,07/09/25,3740000,666,2,394,3,True,True,25,south,True,sold
767,Housing Number 767,"A house. Here's a random fraction: 0,551161096829507",165,12/09/25,1020000,667,1,111,3,True,True,75,south,True,offer_received
768,Housing Number 768,"A house. Here's a random fraction: 0,193714727842979",250,01/07/25,4580000,668,3,916,0,True,True,5,north,True,sold
769,Housing Number 769,"A house. Here's a random fraction: 0,306083833473294",165,27/07/25,4450000,669,3,666,2,True,True,80,north,True,cancelled
770,Housing Number 770,"A house. Here's a random fraction: 0,965017363133011",340,15/10/25,4090000,670,2,562,4,True,True,55,south,True,offer_received
771,Housing Number 771,"A house. Here's a random fraction: 0,132425650019006",480,30/09/25,2600000,671,3,473,4,True,True,70,west,True,offer_accepted
772,Housing Number 772,"A house. Here's a random fraction: 0,237233432353322",165,03/09/25,2920000,672,1,481,4,True,True,115,east,True,sold
773,Housing Number 773,"A house. Here's a random fraction: 0,0329108236778697",340,10/06/25,1500000,673,1,237,1,True,True,125,south,True,offer_accepted
774,Housing Number 774,"A house. Here's a random fraction: 0,728566807232715",340,27/07/25,2020000,674,2,341,4,True,True,50,north,True,offer_accepted
775,Housing Number 775,"A house. Here's a random fraction: 0,130829166870403",165,29/10/25,2070000,675,2,409,1,True,True,80,west,True,cancelled
776,Housing Number 776,"A house. Here's a random fraction: 0,908740667326514",480,09/06/25,1930000,676,1,326,4,True,True,50,south,True,sold
777,Housing Number 777,"A house. Here's a random fraction: 0,931868127175406",165,10/06/25,1240000,677,1,195,5,True,True,115,south,True,cancelled
778,Housing Number 778,"A house. Here's a random fraction: 0,664553465001781",480,20/06/25,4640000,678,2,628,2,True,True,30,west,True,new
779,Housing Number 779,"A house. Here's a random fraction: 0,161000392800692",340,06/09/25,1910000,679,1,337,4,True,True,55,south,True,cancelled
780,Housing Number 780,"A house. Here's a random fraction: 0,435116606942893",480,31/10/25,4610000,680,4,832,5,True,True,55,south,True,offer_accepted
781,Housing Number 781,"A house. Here's a random fraction: 0,314847102878568",480,19/09/25,1680000,681,1,323,5,True,True,125,west,True,offer_accepted
782,Housing Number 782,"A house. Here's a random fraction: 0,989734730085759",340,20/06/25,1330000,682,2,198,1,True,True,45,south,True,new
783,Housing Number 783,"A house. Here's a random fraction: 0,587962612269612",165,29/05/25,2180000,683,2,349,5,True,True,10,north,True,offer_accepted
784,Housing Number 784,"A house. Here's a random fraction: 0,65130071782545",340,07/07/25,2220000,684,1,242,3,True,True,40,south,True,sold
785,Housing Number 785,"A house. Here's a random fraction: 0,705298745202373",480,02/07/25,2250000,685,2,402,5,True,True,110,north,True,cancelled
786,Housing Number 786,"A house. Here's a random fraction: 0,937363581940919",480,16/08/25,2630000,686,1,523,4,True,True,10,north,True,sold
787,Housing Number 787,"A house. Here's a random fraction: 0,0821634061949975",165,10/10/25,2320000,687,1,387,2,True,True,50,south,True,offer_received
788,Housing Number 788,"A house. Here's a random fraction: 0,198046508574406",250,20/11/25,4920000,688,2,630,4,True,True,110,north,True,sold
789,Housing Number 789,"A house. Here's a random fraction: 0,161864363958587",250,25/09/25,1890000,689,1,226,4,True,True,45,west,True,new
790,Housing Number 790,"A house. Here's a random fraction: 0,0288254601285873",480,23/06/25,1520000,690,1,243,5,True,True,100,north,True,offer_accepted
791,Housing Number 791,"A house. Here's a random fraction: 0,176000424833254",250,11/10/25,650000,691,1,80,4,True,True,110,north,True,cancelled
792,Housing Number 792,"A house. Here's a random fraction: 0,492581337887336",340,25/10/25,4260000,692,2,538,5,True,True,120,east,True,cancelled
793,Housing Number 793,"A house. Here's a random fraction: 0,0110800109559538",250,10/11/25,2680000,693,2,385,3,True,True,15,south,True,new
794,Housing Number 794,"A house. Here's a random fraction: 0,878790069904576",165,19/06/25,1590000,694,2,294,5,True,True,115,west,True,cancelled
795,Housing Number 795,"A house. Here's a random fraction: 0,958699056375296",165,13/06/25,4800000,695,4,637,5,True,True,70,south,True,new
796,Housing Number 796,"A house. Here's a random fraction: 0,673931035607339",480,22/09/25,4260000,696,2,708,0,True,True,45,west,True,cancelled
797,Housing Number 797,"A house. Here's a random fraction: 0,833281043856209",165,12/06/25,4790000,697,3,934,3,True,True,30,south,True,sold
798,Housing Number 798,"A house. Here's a random fraction: 0,160994853943131",165,31/10/25,2430000,698,1,286,4,True,True,80,east,True,sold
799,Housing Number 799,"A house. Here's a random fraction: 0,947689626795036",250,29/10/25,2220000,699,1,231,3,True,True,15,east,True,sold
800,Housing Number 800,"A house. Here's a random fraction: 0,45011797006432",480,06/08/25,1690000,700,1,312,1,True,True,85,east,True,cancelled
801,Housing Number 801,"A house. Here's a random fraction: 0,630057517428904",480,21/06/25,3330000,701,3,368,3,True,True,90,west,True,cancelled
802,Housing Number 802,"A house. Here's a random fraction: 0,78897902133915",165,01/08/25,260000,702,1,31,0,True,True,20,east,True,cancelled
803,Housing Number 803,"A house. Here's a random fraction: 0,0826922652370882",480,18/06/25,660000,703,1,108,3,True,True,60,east,True,offer_received
804,Housing Number 804,"A house. Here's a random fraction: 0,964236660395504",340,28/10/25,1000000,704,1,133,3,True,True,35,north,True,cancelled
805,Housing Number 805,"A house. Here's a random fraction: 0,907045555451636",165,22/11/25,4200000,705,3,836,4,True,True,115,west,True,offer_accepted
806,Housing Number 806,"A house. Here's a random fraction: 0,176303840465493",250,30/06/25,2450000,706,1,404,2,True,True,60,east,True,offer_received
807,Housing Number 807,"A house. Here's a random fraction: 0,607361143135506",165,15/07/25,2100000,707,2,295,4,True,True,100,south,True,sold
808,Housing Number 808,"A house. Here's a random fraction: 0,433625032028219",340,25/08/25,4030000,708,2,632,1,True,True,50,north,True,offer_received
809,Housing Number 809,"A house. Here's a random fraction: 0,144679353022001",340,17/08/25,3600000,709,2,403,0,True,True,55,east,True,cancelled
810,Housing Number 810,"A house. Here's a random fraction: 0,132680817601321",480,29/08/25,3550000,710,2,401,5,True,True,15,north,True,cancelled
811,Housing Number 811,"A house. Here's a random fraction: 0,90512469699769",340,18/11/25,4740000,711,2,569,4,True,True,35,north,True,offer_accepted
812,Housing Number 812,"A house. Here's a random fraction: 0,655352186062213",480,15/06/25,4920000,712,2,498,1,True,True,55,east,True,cancelled
813,Housing Number 813,"A house. Here's a random fraction: 0,120359975450738",250,20/08/25,410000,713,1,46,1,True,True,60,north,True,cancelled
814,Housing Number 814,"A house. Here's a random fraction: 0,689434491299959",340,31/05/25,5000000,714,5,580,5,True,True,30,west,True,cancelled
815,Housing Number 815,"A house. Here's a random fraction: 0,77093377357919",250,21/11/25,4380000,715,2,704,0,True,True,30,south,True,sold
816,Housing Number 816,"A house. Here's a random fraction: 0,387144440660161",480,21/10/25,1920000,716,1,223,5,True,True,40,south,True,offer_received
817,Housing Number 817,"A house. Here's a random fraction: 0,224074603814053",480,29/05/25,940000,717,1,155,0,True,True,100,west,True,cancelled
818,Housing Number 818,"A house. Here's a random fraction: 0,203934128815924",480,05/09/25,4270000,718,2,491,2,True,True,50,north,True,offer_received
819,Housing Number 819,"A house. Here's a random fraction: 0,98420048853044",165,19/08/25,860000,719,1,129,3,True,True,80,north,True,cancelled
820,Housing Number 820,"A house. Here's a random fraction: 0,947822078177051",250,01/11/25,1430000,720,1,222,3,True,True,25,north,True,new
821,Housing Number 821,"A house. Here's a random fraction: 0,984592523549482",340,17/10/25,4950000,721,3,872,5,True,True,55,west,True,offer_accepted
822,Housing Number 822,"A house. Here's a random fraction: 0,678774871891886",340,29/08/25,1480000,722,1,171,2,True,True,15,east,True,offer_accepted
823,Housing Number 823,"A house. Here's a random fraction: 0,77170720891088",340,19/09/25,2460000,723,1,433,5,True,True,120,north,True,sold
824,Housing Number 824,"A house. Here's a random fraction: 0,58111621034681",480,04/06/25,1960000,724,2,383,5,True,True,115,north,True,sold
825,Housing Number 825,"A house. Here's a random fraction: 0,830555423881007",250,27/09/25,2450000,725,2,458,3,True,True,15,north,True,cancelled
826,Housing Number 826,"A house. Here's a random fraction: 0,554736140457921",165,27/07/25,1040000,726,1,186,4,True,True,90,south,True,sold
827,Housing Number 827,"A house. Here's a random fraction: 0,437283370178746",480,24/08/25,4070000,727,2,471,0,True,True,115,east,True,offer_accepted
828,Housing Number 828,"A house. Here's a random fraction: 0,723373420930261",165,20/07/25,4190000,728,2,767,4,True,True,65,north,True,offer_received
829,Housing Number 829,"A house. Here's a random fraction: 0,0108032358408497",250,03/10/25,3000000,729,1,321,5,True,True,55,north,True,new
830,Housing Number 830,"A house. Here's a random fraction: 0,451588635003155",165,20/09/25,3840000,730,2,734,0,True,True,10,south,True,sold
831,Housing Number 831,"A house. Here's a random fraction: 0,599240041261978",340,15/11/25,3400000,731,2,428,5,True,True,60,east,True,cancelled
832,Housing Number 832,"A house. Here's a random fraction: 0,953863408950668",480,21/09/25,3540000,732,3,689,4,True,True,30,west,True,cancelled
833,Housing Number 833,"A house. Here's a random fraction: 0,0205509244299999",340,10/09/25,1720000,733,1,326,0,True,True,20,west,True,offer_received
834,Housing Number 834,"A house. Here's a random fraction: 0,0208125709427593",250,01/07/25,1510000,734,1,239,4,True,True,20,east,True,sold
835,Housing Number 835,"A house. Here's a random fraction: 0,527640859569838",250,15/07/25,310000,735,1,48,3,True,True,110,south,True,sold
836,Housing Number 836,"A house. Here's a random fraction: 0,972286851734738",340,26/09/25,2860000,736,3,316,0,True,True,5,west,True,sold
837,Housing Number 837,"A house. Here's a random fraction: 0,0361170329683937",480,31/08/25,2010000,737,2,218,5,True,True,15,east,True,offer_accepted
838,Housing Number 838,"A house. Here's a random fraction: 0,337897196184942",340,22/09/25,3530000,738,2,575,4,True,True,30,east,True,cancelled
839,Housing Number 839,"A house. Here's a random fraction: 0,335812142058851",165,31/10/25,4140000,739,2,542,0,True,True,35,west,True,new
840,Housing Number 840,"A house. Here's a random fraction: 0,567736556894201",165,27/06/25,2420000,740,2,458,2,True,True,20,west,True,offer_received
841,Housing Number 841,"A house. Here's a random fraction: 0,469128076184331",480,26/07/25,430000,741,1,58,3,True,True,65,south,True,sold
842,Housing Number 842,"A house. Here's a random fraction: 0,644349556831375",250,06/07/25,1360000,742,2,269,4,True,True,60,east,True,sold
843,Housing Number 843,"A house. Here's a random fraction: 0,791483021548268",165,11/11/25,2520000,743,1,314,0,True,True,60,north,True,cancelled
844,Housing Number 844,"A house. Here's a random fraction: 0,567548653741548",340,24/10/25,2220000,744,1,297,3,True,True,75,east,True,sold
845,Housing Number 845,"A house. Here's a random fraction: 0,0749080049534304",340,31/08/25,3550000,745,1,537,5,True,True,35,east,True,offer_received
846,Housing Number 846,"A house. Here's a random fraction: 0,202957452639978",165,20/08/25,2140000,746,1,244,4,True,True,20,south,True,sold
847,Housing Number 847,"A house. Here's a random fraction: 0,00623466309673811",165,23/07/25,960000,747,1,176,4,True,True,25,south,True,cancelled
848,Housing Number 848,"A house. Here's a random fraction: 0,930860515138869",250,24/08/25,450000,748,1,57,4,True,True,60,north,True,offer_received
849,Housing Number 849,"A house. Here's a random fraction: 0,560439124628235",250,01/08/25,4660000,749,4,922,1,True,True,95,east,True,cancelled
850,Housing Number 850,"A house. Here's a random fraction: 0,9812298089414",250,25/07/25,4480000,750,2,602,3,True,True,60,west,True,offer_received
851,Housing Number 851,"A house. Here's a random fraction: 0,205925761215882",340,24/06/25,1080000,751,2,210,4,True,True,55,west,True,cancelled
852,Housing Number 852,"A house. Here's a random fraction: 0,0637843770952327",250,14/07/25,510000,752,1,75,4,True,True,40,east,True,cancelled
853,Housing Number 853,"A house. Here's a random fraction: 0,974739119560155",480,02/08/25,2190000,753,2,236,0,True,True,35,east,True,sold
854,Housing Number 854,"A house. Here's a random fraction: 0,840117034704006",480,30/06/25,830000,754,1,151,4,True,True,100,north,True,sold
855,Housing Number 855,"A house. Here's a random fraction: 0,661921484367279",250,23/07/25,2810000,755,2,486,2,True,True,95,north,True,sold
856,Housing Number 856,"A house. Here's a random fraction: 0,660848337273853",340,16/07/25,3460000,756,4,432,3,True,True,80,east,True,sold
857,Housing Number 857,"A house. Here's a random fraction: 0,906938569812087",480,13/10/25,1470000,757,1,244,5,True,True,45,south,True,offer_received
858,Housing Number 858,"A house. Here's a random fraction: 0,53800449957816",480,07/07/25,2900000,758,2,548,1,True,True,70,north,True,cancelled
859,Housing Number 859,"A house. Here's a random fraction: 0,172464767915341",340,24/09/25,3460000,759,2,502,4,True,True,45,west,True,sold
860,Housing Number 860,"A house. Here's a random fraction: 0,518986808313542",480,27/10/25,1350000,760,1,200,4,True,True,5,east,True,cancelled
861,Housing Number 861,"A house. Here's a random fraction: 0,910316030730336",250,06/10/25,3770000,761,3,564,5,True,True,125,north,True,sold
862,Housing Number 862,"A house. Here's a random fraction: 0,374400305190314",480,13/10/25,4090000,762,2,815,1,True,True,50,west,True,sold
863,Housing Number 863,"A house. Here's a random fraction: 0,117399575861177",250,11/07/25,2270000,763,1,276,5,True,True,5,south,True,cancelled
864,Housing Number 864,"A house. Here's a random fraction: 0,387825647158396",250,31/08/25,2520000,764,3,289,1,True,True,15,west,True,cancelled
865,Housing Number 865,"A house. Here's a random fraction: 0,222679250034891",480,31/07/25,3150000,765,4,389,2,True,True,10,north,True,cancelled
866,Housing Number 866,"A house. Here's a random fraction: 0,899371855688554",480,11/08/25,1670000,766,1,295,1,True,True,40,west,True,sold
867,Housing Number 867,"A house. Here's a random fraction: 0,95942018616314",340,18/07/25,3870000,767,4,603,5,True,True,40,south,True,cancelled
868,Housing Number 868,"A house. Here's a random fraction: 0,313976293378574",165,21/11/25,3280000,768,1,602,3,True,True,60,north,True,cancelled
869,Housing Number 869,"A house. Here's a random fraction: 0,0157641520612688",480,29/06/25,4060000,769,2,543,5,True,True,30,south,True,cancelled
870,Housing Number 870,"A house. Here's a random fraction: 0,906987611157962",340,08/10/25,3490000,770,2,639,4,True,True,40,south,True,cancelled
871,Housing Number 871,"A house. Here's a random fraction: 0,584232636546095",250,31/08/25,1450000,771,2,276,2,True,True,25,north,True,new
872,Housing Number 872,"A house. Here's a random fraction: 0,801495066730713",480,12/09/25,3080000,772,2,350,5,True,True,50,north,True,cancelled
873,Housing Number 873,"A house. Here's a random fraction: 0,593186019415252",340,13/11/25,500000,773,1,89,3,True,True,55,east,True,sold
874,Housing Number 874,"A house. Here's a random fraction: 0,474027111461258",480,14/09/25,1040000,774,1,178,4,True,True,25,south,True,sold
875,Housing Number 875,"A house. Here's a random fraction: 0,0751681634208297",480,25/06/25,4840000,775,5,630,0,True,True,105,south,True,new
876,Housing Number 876,"A house. Here's a random fraction: 0,273226921483776",165,05/08/25,4150000,776,2,766,2,True,True,5,north,True,sold
877,Housing Number 877,"A house. Here's a random fraction: 0,853724476916235",165,01/09/25,3840000,777,2,715,1,True,True,40,east,True,cancelled
878,Housing Number 878,"A house. Here's a random fraction: 0,606137155845411",250,03/07/25,3620000,778,2,674,3,True,True,10,south,True,offer_received
879,Housing Number 879,"A house. Here's a random fraction: 0,779869290010439",165,25/09/25,2500000,779,1,497,2,True,True,35,north,True,cancelled
880,Housing Number 880,"A house. Here's a random fraction: 0,284017565064675",250,02/07/25,2910000,780,1,336,4,True,True,100,east,True,cancelled
881,Housing Number 881,"A house. Here's a random fraction: 0,377457064239332",165,28/08/25,3370000,781,2,373,4,True,True,60,north,True,sold
882,Housing Number 882,"A house. Here's a random fraction: 0,834173362227857",250,01/08/25,370000,782,1,41,0,True,True,35,north,True,cancelled
883,Housing Number 883,"A house. Here's a random fraction: 0,601031724475846",480,28/10/25,3200000,783,3,448,1,True,True,125,west,True,new
884,Housing Number 884,"A house. Here's a random fraction: 0,718633235907532",250,18/10/25,1210000,784,1,196,1,True,True,25,east,True,new
885,Housing Number 885,"A house. Here's a random fraction: 0,467628426416918",340,14/07/25,4850000,785,5,586,2,True,True,115,south,True,offer_accepted
886,Housing Number 886,"A house. Here's a random fraction: 0,125670386741238",165,01/07/25,2630000,786,2,467,5,True,True,60,south,True,offer_received
887,Housing Number 887,"A house. Here's a random fraction: 0,505802706547654",250,06/06/25,1910000,787,1,247,0,True,True,90,east,True,sold
888,Housing Number 888,"A house. Here's a random fraction: 0,84083849860339",165,05/07/25,710000,788,1,109,1,True,True,100,west,True,offer_received
889,Housing Number 889,"A house. Here's a random fraction: 0,851639300043298",165,20/06/25,2250000,789,1,331,5,True,True,55,west,True,offer_received
890,Housing Number 890,"A house. Here's a random fraction: 0,630080589845231",165,03/11/25,2330000,790,2,463,5,True,True,85,west,True,offer_received
891,Housing Number 891,"A house. Here's a random fraction: 0,883187441838163",250,03/09/25,4680000,791,2,539,4,True,True,110,south,True,sold
892,Housing Number 892,"A house. Here's a random fraction: 0,0227295342326802",480,16/06/25,4940000,792,5,810,0,True,True,25,west,True,sold
893,Housing Number 893,"A house. Here's a random fraction: 0,962461659993465",165,07/07/25,210000,793,1,32,4,True,True,20,south,True,new
894,Housing Number 894,"A house. Here's a random fraction: 0,443785305413715",480,02/09/25,320000,794,1,51,1,True,True,25,north,True,offer_accepted
895,Housing Number 895,"A house. Here's a random fraction: 0,558086678493387",340,07/07/25,1100000,795,1,207,4,True,True,125,south,True,cancelled
896,Housing Number 896,"A house. Here's a random fraction: 0,827919993747902",250,22/10/25,870000,796,1,132,3,True,True,105,west,True,cancelled
897,Housing Number 897,"A house. Here's a random fraction: 0,203418888559411",340,09/10/25,1510000,797,1,160,0,True,True,15,west,True,cancelled
898,Housing Number 898,"A house. Here's a random fraction: 0,404985027165818",480,24/06/25,1860000,798,1,266,2,True,True,90,east,True,offer_received
899,Housing Number 899,"A house. Here's a random fraction: 0,708917028440191",340,04/08/25,390000,799,1,55,0,True,True,40,west,True,sold
900,Housing Number 900,"A house. Here's a random fraction: 0,271494432085726",480,02/09/25,2280000,800,2,401,0,True,True,100,south,True,sold
901,Housing Number 901,"A house. Here's a random fraction: 0,97271116432144",480,08/07/25,800000,801,1,96,1,True,True,20,north,True,cancelled
902,Housing Number 902,"A house. Here's a random fraction: 0,789587169577907",250,26/09/25,4660000,802,4,909,1,True,True,110,west,True,sold
903,Housing Number 903,"A house. Here's a random fraction: 0,570898083059311",480,13/11/25,3630000,803,2,709,2,True,True,5,east,True,cancelled
904,Housing Number 904,"A house. Here's a random fraction: 0,623640368134978",250,12/10/25,1500000,804,1,151,4,True,True,80,west,True,offer_received
905,Housing Number 905,"A house. Here's a random fraction: 0,606674413119707",250,18/11/25,520000,805,1,71,4,True,True,75,east,True,cancelled
906,Housing Number 906,"A house. Here's a random fraction: 0,851818989228853",480,27/05/25,3660000,806,3,622,3,True,True,110,east,True,offer_accepted
907,Housing Number 907,"A house. Here's a random fraction: 0,931593412986674",165,25/08/25,3450000,807,2,492,3,True,True,60,south,True,cancelled
908,Housing Number 908,"A house. Here's a random fraction: 0,191511028027471",340,11/09/25,1780000,808,1,281,0,True,True,110,east,True,sold
909,Housing Number 909,"A house. Here's a random fraction: 0,150354909828586",250,09/06/25,2200000,809,1,341,4,True,True,45,north,True,cancelled
910,Housing Number 910,"A house. Here's a random fraction: 0,226432770203433",340,20/09/25,1640000,810,1,176,0,True,True,55,north,True,new
911,Housing Number 911,"A house. Here's a random fraction: 0,234483719642464",480,03/07/25,1830000,811,1,306,5,True,True,55,west,True,sold
912,Housing Number 912,"A house. Here's a random fraction: 0,857579635365211",480,22/11/25,3520000,812,3,685,4,True,True,35,north,True,cancelled
913,Housing Number 913,"A house. Here's a random fraction: 0,877473168066165",480,05/06/25,1940000,813,1,225,0,True,True,70,south,True,cancelled
914,Housing Number 914,"A house. Here's a random fraction: 0,572657140216237",480,31/08/25,2770000,814,2,496,2,True,True,10,south,True,sold
915,Housing Number 915,"A house. Here's a random fraction: 0,47252182873344",250,10/11/25,2550000,815,3,498,0,True,True,110,south,True,sold
916,Housing Number 916,"A house. Here's a random fraction: 0,415109142488861",250,17/06/25,1680000,816,1,279,0,True,True,20,south,True,cancelled
917,Housing Number 917,"A house. Here's a random fraction: 0,922798604464169",250,22/09/25,4150000,817,3,749,4,True,True,125,east,True,sold
918,Housing Number 918,"A house. Here's a random fraction: 0,561838133039409",480,01/07/25,2780000,818,2,408,3,True,True,80,north,True,cancelled
919,Housing Number 919,"A house. Here's a random fraction: 0,533245517855955",480,07/06/25,2630000,819,1,466,4,True,True,70,west,True,cancelled
920,Housing Number 920,"A house. Here's a random fraction: 0,363192654897017",250,16/06/25,4310000,820,5,846,2,True,True,25,east,True,offer_received
921,Housing Number 921,"A house. Here's a random fraction: 0,214415185354849",165,31/10/25,1990000,821,1,260,1,True,True,80,east,True,offer_received
922,Housing Number 922,"A house. Here's a random fraction: 0,515676020856805",480,03/11/25,2710000,822,1,411,1,True,True,5,south,True,sold
923,Housing Number 923,"A house. Here's a random fraction: 0,146818292432552",165,15/07/25,1510000,823,1,161,2,True,True,120,south,True,new
924,Housing Number 924,"A house. Here's a random fraction: 0,962188729958762",340,20/07/25,1270000,824,1,235,3,True,True,95,west,True,sold
925,Housing Number 925,"A house. Here's a random fraction: 0,917105605050612",480,12/07/25,2420000,825,2,444,3,True,True,65,north,True,sold
926,Housing Number 926,"A house. Here's a random fraction: 0,474722110467952",480,06/07/25,450000,826,1,54,0,True,True,120,north,True,sold
927,Housing Number 927,"A house. Here's a random fraction: 0,988976644193943",480,27/07/25,3180000,827,1,472,4,True,True,10,west,True,sold
928,Housing Number 928,"A house. Here's a random fraction: 0,297669554346098",340,10/07/25,1470000,828,1,248,5,True,True,125,north,True,cancelled
929,Housing Number 929,"A house. Here's a random fraction: 0,52132177258648",250,31/10/25,2560000,829,1,426,0,True,True,75,west,True,sold
930,Housing Number 930,"A house. Here's a random fraction: 0,835299442869365",250,18/06/25,3760000,830,2,549,3,True,True,5,north,True,cancelled
931,Housing Number 931,"A house. Here's a random fraction: 0,397160342241765",340,01/06/25,850000,831,1,137,4,True,True,60,south,True,cancelled
932,Housing Number 932,"A house. Here's a random fraction: 0,118708807020993",340,28/07/25,1380000,832,1,275,2,True,True,10,south,True,sold
933,Housing Number 933,"A house. Here's a random fraction: 0,817533373621254",480,06/10/25,4620000,833,3,697,4,True,True,115,north,True,sold
934,Housing Number 934,"A house. Here's a random fraction: 0,536796304931406",165,21/06/25,2780000,834,1,537,2,True,True,80,west,True,cancelled
935,Housing Number 935,"A house. Here's a random fraction: 0,618071456120542",165,02/10/25,300000,835,1,41,1,True,True,45,east,True,offer_accepted
936,Housing Number 936,"A house. Here's a random fraction: 0,291550026322964",165,21/08/25,3350000,836,2,384,0,True,True,35,south,True,offer_received
937,Housing Number 937,"A house. Here's a random fraction: 0,602571455630796",250,06/08/25,2600000,837,3,498,0,True,True,80,north,True,sold
938,Housing Number 938,"A house. Here's a random fraction: 0,947157772120535",165,23/07/25,410000,838,1,78,3,True,True,55,east,True,sold
